Search__ID,Search_Type,PMID,PUB_YEAR,PROJECT_NUMBER,FY_Start,FY_Last,APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,Activity_Code,Institute_Code,Acronym_institute_name,full_institute_name,Compressed Names,Project_Count
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,27261867,2016,U01HG006379,2011,2020,2016,2016U01HG006379,1185346,U01,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,24507774,2014,U01HG006380,2011,2015,2014,2014U01HG006380,1394266,U01,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32084179,2020,U54HG006938,2012,2020,2020,2020U54HG006938,883967,U54,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,24507775,2014,U01HG007416,2013,2017,2014,2014U01HG007416,838613,U01,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,28827398,2017,P50HG007735,2014,2018,2017,2017P50HG007735,2961609,P50,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29622625,2018,U54HG007963,2014,2018,2018,2018U54HG007963,2716659,U54,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,3
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29622625,2018,U01HG008685,2015,2020,2018,2018U01HG008685,953224,U01,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29185237,2018,U01HG008672,2015,2019,2018,2018U01HG008672,1837013,U01,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,27908689,2017,U01HG008701,2015,2019,2017,2017U01HG008701,1673469,U01,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,3
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32461654,2020,UM1HG008900,2016,2020,2020,2020UM1HG008900,2716209,UM1,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32461654,2020,U24HG008956,2016,2020,2020,2020U24HG008956,870576,U24,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32461654,2020,UM1HG006493,2016,2020,2020,2020UM1HG006493,2199986,UM1,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29622625,2018,R01HG009174,2016,2019,2018,2018R01HG009174,881893,R01,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32816232,2020,U41HG009649,2017,2020,2020,2020U41HG009649,2771135,U41,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,30209390,2018,R00HG008399,2017,2019,2018,2018R00HG008399,249000,R00,HG,NHGRI,National Human Genome Research Institute,National Human Genome Research Institute,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,17461796,2007,T32AG000213,1999,2021,2007,2007T32AG000213,612077,T32,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,31664920,2019,U01AG016976,1999,2020,2019,2019U01AG016976,4709256,U01,AG,NIA,National Institute on Aging,National Institute on Aging,4
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,24507775,2014,R01AG008122,2000,2015,2014,2014R01AG008122,1596395,R01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,17599443,2007,R01AG016592,2000,2015,2007,2007R01AG016592,1104507,R01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,31664920,2019,U24AG021886,2002,2021,2019,2019U24AG021886,10769559,U24,AG,NIA,National Institute on Aging,National Institute on Aging,3
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32606442,2020,P30AG024824,2004,2020,2020,2020P30AG024824,1707210,P30,AG,NIA,National Institute on Aging,National Institute on Aging,3
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29241886,2017,P30AG024968,2004,2021,2017,2017P30AG024968,831458,P30,AG,NIA,National Institute on Aging,National Institute on Aging,4
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,28768753,2017,R01AG023629,2004,2016,2016,2016R01AG023629,167743,R01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,27050191,2016,R01AG023629,2004,2016,2016,2016R01AG023629,167743,R01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,18660751,2008,R01AG028569,2008,2012,2008,2008R01AG028569,409767,R01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,28768753,2017,R01AG032098,2009,2013,2013,2013R01AG032098,588033,R01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,31664920,2019,R01AG033193,2009,2016,2016,2016R01AG033193,609669,R01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,24507775,2014,R01AG033193,2009,2016,2014,2014R01AG033193,839178,R01,AG,NIA,National Institute on Aging,National Institute on Aging,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,33447695,2020,T32AG033534,2009,2020,2020,2020T32AG033534,414843,T32,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32606442,2020,U01AG029824,2009,2018,2018,2018U01AG029824,5794244,U01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,31664920,2019,U01AG032984,2009,2021,2019,2019U01AG032984,4053799,U01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,25414277,2015,R01AG013196,2009,2013,2013,2013R01AG013196,1019519,R01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,27951598,2017,P01AG033559,2011,2015,2015,2015P01AG033559,620557,P01,AG,NIA,National Institute on Aging,National Institute on Aging,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,24603306,2015,R37AG028730,2012,2021,2015,2015R37AG028730,458496,R37,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,30395847,2019,K01AG046432,2014,2018,2018,2018K01AG046432,137511,K01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,30395847,2019,R03AG046605,2014,2015,2015,2015R03AG046605,80288,R03,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,24507775,2014,U01AG049505,2014,2017,2014,2014U01AG049505,877241,U01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,27540175,2016,R01AG050986,2015,2019,2016,2016R01AG050986,755220,R01,AG,NIA,National Institute on Aging,National Institute on Aging,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32606442,2020,U19AG062682,2019,2020,2020,2020U19AG062682,8070700,U19,AG,NIA,National Institute on Aging,National Institute on Aging,3
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29120899,2017,T32AI007501,1999,2020,2017,2017T32AI007501,263108,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,26413878,2015,T32AI007538,1999,2020,2015,2015T32AI007538,304372,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29120899,2017,U01AI031834,1999,2018,2017,2017U01AI031834,2556947,U01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29120899,2017,U01AI034989,1999,2018,2017,2017U01AI034989,4326146,U01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29120899,2017,U01AI034993,1999,2018,2017,2017U01AI034993,2876961,U01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29120899,2017,U01AI034994,1999,2018,2017,2017U01AI034994,3110547,U01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29120899,2017,U01AI035004,1999,2018,2017,2017U01AI035004,4130343,U01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29120899,2017,U01AI042590,1999,2018,2017,2017U01AI042590,2268869,U01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29708512,2018,P01AI045897,2000,2020,2018,2018P01AI045897,3285092,P01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,3
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,15677715,2005,R01AI049572,2001,2004,2004,2004R01AI049572,663964,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,15677715,2005,R01AI049832,2001,2004,2004,2004R01AI049832,663964,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,18680192,2008,U19AI067769,2005,2019,2008,2008U19AI067769,3441425,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,21735466,2011,R01AI068769,2006,2009,2009,2009R01AI068769,431648,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29120899,2017,R37AI030861,2007,2016,2016,2016R37AI030861,499499,R37,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,33153264,2020,P30AI078498,2008,2018,2018,2018P30AI078498,772427,P30,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29708512,2018,R01AI064569,2008,2016,2016,2016R01AI064569,399002,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,27389630,2016,R01AI083305,2010,2013,2013,2013R01AI083305,326532,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,26413878,2015,R01AI083305,2010,2013,2013,2013R01AI083305,326532,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32674634,2020,P30AI094189,2012,2021,2020,2020P30AI094189,7407576,P30,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,3
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,30371326,2018,P30AI094189,2012,2021,2018,2018P30AI094189,3868228,P30,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,27130349,2016,K24AI112393,2014,2021,2016,2016K24AI112393,198688,K24,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,24352472,2014,R56AI085087,2014,2014,2014,2014R56AI085087,435970,R56,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29381046,2018,R01AI117064,2015,2019,2018,2018R01AI117064,1106988,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29120899,2017,P30AI117970,2015,2021,2017,2017P30AI117970,1697072,P30,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,23555291,2013,P30ES010126,2001,2021,2013,2013P30ES010126,1566046,P30,ES,NIEHS,National Institute of Environmental Health Sciences,National Institute of Environmental Health Sciences,4
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,25412415,2015,R01ES021367,2012,2015,2015,2015R01ES021367,600485,R01,ES,NIEHS,National Institute of Environmental Health Sciences,National Institute of Environmental Health Sciences,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,33177715,2020,R01ES024015,2014,2018,2018,2018R01ES024015,357750,R01,ES,NIEHS,National Institute of Environmental Health Sciences,National Institute of Environmental Health Sciences,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,30779729,2019,ZIAES103337,2019,2019,2019,2019ZIAES103337,340905,ZIA,ES,NIEHS,National Institute of Environmental Health Sciences,National Institute of Environmental Health Sciences,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32614936,2020,K12HD043488,2002,2020,2020,2020K12HD043488,501255,K12,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,31246589,2019,K12HD043488,2002,2020,2019,2019K12HD043488,348806,K12,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,30755061,2019,K12HD043488,2002,2020,2019,2019K12HD043488,348806,K12,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,30605414,2019,K12HD043488,2002,2020,2019,2019K12HD043488,348806,K12,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32685870,2020,K12HD051958,2005,2020,2020,2020K12HD051958,610080,K12,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,28798072,2017,K12HD051958,2005,2020,2017,2017K12HD051958,462361,K12,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,2
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,23555291,2013,R24HD050924,2005,2014,2013,2013R24HD050924,1158036,R24,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,27043086,2016,K08HD062142,2010,2013,2013,2013K08HD062142,146782,K08,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,25605720,2015,T32HD060600,2010,2020,2015,2015T32HD060600,255500,T32,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32461654,2020,R01HD081256,2015,2019,2019,2019R01HD081256,688007,R01,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,30581144,2019,R21HD089566,2016,2017,2017,2017R21HD089566,219717,R21,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29453308,2018,K12HD092535,2017,2020,2018,2018K12HD092535,538400,K12,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,32769621,2020,R21HD092896,2018,2019,2019,2019R21HD092896,191737,R21,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,30746585,2019,U01NS041588,2002,2021,2019,2019U01NS041588,4636977,U01,NS,NINDS,National Institute of Neurological Disorders and Stroke,National Institute of Neurological Disorders and Stroke,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,30726226,2019,U01NS041588,2002,2021,2019,2019U01NS041588,4636977,U01,NS,NINDS,National Institute of Neurological Disorders and Stroke,National Institute of Neurological Disorders and Stroke,1
"""""""""""""""proprotein convertase 9""[MeSH Terms] OR ""proprotein convertase 9""[All Fields] OR ""proprotein convertase subtilisin kexin type 9""[All Fields]""""""""""""",target,29146683,2018,U01NS041588,2002,2021,2018,2018U01NS041588,5949596,U01,NS,NINDS,National Institute of Neurological Disorders and Stroke,National Institute of Neurological Disorders and Stroke,1
